FW,Serial No/VIN,VIN6,Ending Balance, 2100        ,VIN6,Description,Control    
2025 Subaru CROSSTREK5 DO,4S4GUHL63S3776735,776735,"$30,593.00 "," (30,593.00)",776735,SUBARU LOANER          12/31/25  4S4GUHL63S3776735,R4434
2026 Subaru CROSSTREK5 DO,4S4GUHD65T3755689,755689,"$30,648.00 "," (30,648.00)",755689,2026 SUBARU CROSSTREK   3/25/26  4S4GUHD65T3755689,R5142
2026 Subaru CROSSTREK5 DO,4S4GUHD69T3756070,756070,"$30,648.00 "," (30,648.00)",756070,2026 SUBARU CROSSTREK   3/20/26  4S4GUHD69T3756070,R5110
2026 Subaru CROSSTREK5 DO,4S4GUHD67T3756116,756116,"$30,648.00 "," (30,648.00)",756116,2026 SUBARU CROSSTREK   3/20/26  4S4GUHD67T3756116,R5106
2026 Subaru CROSSTREK5 DO,4S4GUHD69T3756246,756246,"$30,648.00 "," (30,648.00)",756246,2026 SUBARU CROSSTREK   3/31/26  4S4GUHD69T3756246,R5195
2026 Subaru CROSSTREK5 DO,4S4GUHD69T3756358,756358,"$30,648.00 "," (30,648.00)",756358,"HACKSPACHER, MICHAEL    3/23/26  4S4GUHD69T3756358",R5112
2026 Subaru CROSSTREK5 DO,4S4GUHD68T3756495,756495,"$30,648.00 "," (30,648.00)",756495,2026 SUBARU CROSSTREK   3/20/26  4S4GUHD68T3756495,R5109
,,,," (30,798.00)",707704,2026 SUBARU CROSSTREK  11/07/25  4S4GUHD6XT3707704,R4631
2025 Subaru CROSSTREK5 DO,4S4GUHL6XS3768423,768423,"$30,809.00 "," (30,809.00)",768423,SUBARU LOANER          12/31/25  4S4GUHL6XS3768423,R4305
2026 Subaru CROSSTREK5 DO,4S4GUHD6XT3752223,752223,"$30,891.00 "," (30,891.00)",752223,2026 SUBARU CROSSTREK   3/17/26  4S4GUHD6XT3752223,R5076
2026 Subaru CROSSTREK5 DO,4S4GUHL69T3715844,715844,"$30,937.00 ",,,,
2026 Subaru FORESTERSUVPR,4S4SLDB68T3024179,024179,"$30,971.00 "," (30,971.00)",024179,SUBARU LOANER           3/16/26  4S4SLDB68T3024179,R4704
2026 Subaru FORESTERSUVPR,4S4SLDB65T3037844,037844,"$30,973.00 "," (30,973.00)",037844,SUBARU LOANER           3/16/26  4S4SLDB65T3037844,R4811
2026 Subaru CROSSTREK5 DO,4S4GUHD67T3756164,756164,"$31,023.00 "," (31,023.00)",756164,2026 SUBARU CROSSTREK   3/31/26  4S4GUHD67T3756164,R5194
2026 Subaru CROSSTREK5 DO,4S4GUHD68T3756223,756223,"$31,023.00 "," (31,023.00)",756223,2026 SUBARU CROSSTREK   3/20/26  4S4GUHD68T3756223,R5108
2026 Subaru CROSSTREK5 DO,4S4GUHD67T3756455,756455,"$31,023.00 "," (31,023.00)",756455,2026 SUBARU CROSSTREK   3/25/26  4S4GUHD67T3756455,R5151
2026 Buick BUCK ENCOR G,KL4AMDSL6TB149023,149023,"$31,030.73 "," (31,030.73)",149023,2026 BUICK ENCORE GX    2/23/26  KL4AMDSL6TB149023,B36333
2026 Buick BUCK ENCOR G,KL4AMDSL2TB152291,152291,"$31,030.73 "," (31,030.73)",152291,2026 BUICK ENCORE GX    3/26/26  KL4AMDSL2TB152291,B36594
2026 Buick BUCK ENCOR G,KL4AMDSL4TB152552,152552,"$31,030.73 "," (31,030.73)",152552,2026 BUICK ENCORE GX    3/26/26  KL4AMDSL4TB152552,B36596
2026 Buick BUCK ENCOR G,KL4AMDSL8TB152568,152568,"$31,030.73 "," (31,030.73)",152568,2026 BUICK ENCORE GX    3/18/26  KL4AMDSL8TB152568,B36483
2026 Buick BUCK ENCOR G,KL4AMDSL5TB152771,152771,"$31,030.73 "," (31,030.73)",152771,2026 BUICK ENCORE GX    3/13/26  KL4AMDSL5TB152771,B36452
2026 Buick BUCK ENCOR G,KL4AMDSL7TB166493,166493,"$31,030.73 "," (31,030.73)",166493,2026 BUICK ENCORE GX    3/09/26  KL4AMDSL7TB166493,B36391
2026 Buick BUCK ENCOR G,KL4AMDSL0TB166626,166626,"$31,030.73 "," (31,030.73)",166626,2026 BUICK ENCORE GX    3/10/26  KL4AMDSL0TB166626,B36421
,,,," (31,210.00)",717905,2026 SUBARU CROSSTREK  12/05/25  4S4GUHF68T3717905,R4705
2026 Subaru CROSSTREK5 DO,4S4GUHF6XT3723124,723124,"$31,210.00 "," (31,210.00)",723124,2026 SUBARU CROSSTREK  12/18/25  4S4GUHF6XT3723124,R4734
2026 Subaru FORESTERSUVPR,4S4SLDB67T3069632,069632,"$31,593.00 "," (31,593.00)",069632,"MCINTYRE, JESSE WADE    3/05/26  4S4SLDB67T3069632",R5038
2026 Subaru FORESTERSUVPR,4S4SLDD6XT3038436,038436,"$31,925.00 "," (31,925.00)",038436,SUBARU LOANER           3/16/26  4S4SLDD6XT3038436,R4845
2025 Subaru CROSSTREK5 DO,4S4GUHM6XS3776942,776942,"$32,116.00 "," (32,116.00)",776942,SUBARU LOANER          12/31/25  4S4GUHM6XS3776942,R4440
2025 Subaru OUTBACKWAGONP,4S4BTADC1S3293057,293057,"$32,228.00 "," (32,228.00)",293057,SUBARU LOANER          12/31/25  4S4BTADC1S3293057,R4367
2025 Subaru OUTBACKWAGONP,4S4BTADC9S3293579,293579,"$32,228.00 "," (32,228.00)",293579,SUBARU LOANER          12/31/25  4S4BTADC9S3293579,R4348
2025 Subaru OUTBACKWAGONP,4S4BTADC8S3293721,293721,"$32,228.00 "," (32,228.00)",293721,SUBARU LOANER          11/26/25  4S4BTADC8S3293721,R4265
2025 Subaru OUTBACKWAGONP,4S4BTADC9S3330436,330436,"$32,279.00 "," (32,279.00)",330436,SUBARU LOANER          11/26/25  4S4BTADC9S3330436,R4530
2025 Subaru CROSSTREK5 DO,4S4GUHM69S3768475,768475,"$32,332.00 "," (32,332.00)",768475,SUBARU LOANER          11/28/25  4S4GUHM69S3768475,R4271
2025 Subaru CROSSTREK5 DO,4S4GUHM67S3768622,768622,"$32,332.00 "," (32,332.00)",768622,SUBARU LOANER          11/11/25  4S4GUHM67S3768622,R4270
2026 Subaru FORESTERSUVPR,4S4SLDD62T3008010,008010,"$32,365.00 "," (32,365.00)",008010,4S4SLDD62T3008010,R4617
2026 Subaru FORESTERSUVPR,4S4SLDD61T3008273,008273,"$32,365.00 "," (32,365.00)",008273,4S4SLDD61T3008273,R4611
2026 Buick ENVISTA,KL47LCEP1TB088010,088010,"$32,404.20 "," (32,404.20)",088010,2026 BUICK ENVISTA      2/17/26  KL47LCEP1TB088010,B36273
2025 GMC Truck GMC TERRN EL,3GKALMEG7TL441841,441841,"$32,549.18 ",,,,
2026 Subaru FORESTERSUVPR,4S4SLDD62T3077442,077442,"$32,593.00 "," (32,593.00)",077442,2026 SUBARU FORESTER    3/25/26  4S4SLDD62T3077442,R5153
2026 Subaru FORESTERSUVPR,4S4SLDD67T3078618,078618,"$32,672.00 "," (32,672.00)",078618,2026 SUBARU FORESTER    3/23/26  4S4SLDD67T3078618,R5113
2026 Subaru FORESTERSUVPR,4S4SLDD68T3079101,079101,"$32,672.00 "," (32,672.00)",079101,"CRIGGER, DANA BARNES    3/31/26  4S4SLDD68T3079101",R5196
2026 Subaru FORESTERSUVPR,4S4SLDD67T3079171,079171,"$32,672.00 "," (32,672.00)",079171,2026 SUBARU FORESTER    3/23/26  4S4SLDD67T3079171,R5114
2026 Subaru FORESTERSUVPR,4S4SLDD64T3007666,007666,"$32,724.00 "," (32,724.00)",007666,4S4SLDD64T3007666,R4618
2025 GMC Truck GMC TERRN EL,3GKALMEG9TL442294,442294,"$33,007.05 "," (33,007.05)",442294,2026 GMC TERRAIN        3/23/26  3GKALMEG9TL442294,G36521
2026 Subaru FORESTERSUVPR,4S4SLDD6XT3079083,079083,"$33,047.00 "," (33,047.00)",079083,"SWIFT, PHILIP JOSHUA    3/20/26  4S4SLDD6XT3079083",R5111
2026 Subaru CROSSTREK5 DO,4S4GUHL68T3737799,737799,"$33,093.00 "," (33,093.00)",737799,2026 SUBARU CROSSTREK   2/19/26  4S4GUHL68T3737799,R4968
,,,," (33,107.00)",715844,2026 SUBARU CROSSTREK  12/02/25  4S4GUHL69T3715844,R4696
2026 Subaru CROSSTREK5 DO,4S4GUHL67T3745537,745537,"$33,108.00 "," (33,108.00)",745537,2026 SUBARU CROSSTREK   2/25/26  4S4GUHL67T3745537,R5014
2026 Subaru CROSSTREK5 DO,4S4GUHL68T3750942,750942,"$33,108.00 "," (33,108.00)",750942,2026 SUBARU CROSSTREK   3/23/26  4S4GUHL68T3750942,R5125
2026 Subaru WRX4 DOORPREM,JF1VBAH63T9801803,801803,"$33,515.00 "," (33,515.00)",801803,2026 SUBARU WRX         3/30/26  JF1VBAH63T9801803,R5179
2026 Subaru WRX4 DOORPREM,JF1VBAH62T9802442,802442,"$33,515.00 "," (33,515.00)",802442,2026 SUBARU WRX         3/27/26  JF1VBAH62T9802442,R5171
2026 Subaru FORESTERSUVSP,4S4SLDF69T3044256,044256,"$33,684.00 "," (33,684.00)",044256,SUBARU LOANER           3/16/26  4S4SLDF69T3044256,R4914
2026 Subaru CROSSTREK5 DO,4S4GUHU62T3719099,719099,"$33,808.00 "," (33,808.00)",719099,2026 SUBARU CROSSTREK   1/29/26  4S4GUHU62T3719099,R4778
2025 Subaru FORESTERSUVSP,JF2SLDFC8SH606029,606029,"$33,892.00 "," (33,892.00)",606029,SUBARU LOANER          11/26/25  JF2SLDFC8SH606029,R4550
2026 Subaru CROSSTREK5 DO,4S4GUHT65T3757038,757038,"$33,967.00 "," (33,967.00)",757038,2026 SUBARU CROSSTREK   3/27/26  4S4GUHT65T3757038,R5173
2026 Subaru CROSSTREK5 DO,JF2GUSGD8T8232778,232778,"$34,027.00 "," (34,027.00)",232778,2026 SUBARU CROSSTREK   3/05/26  JF2GUSGD8T8232778,R5047
2026 Subaru CROSSTREK5 DO,JF2GUSGD3T8234261,234261,"$34,027.00 "," (34,027.00)",234261,2026 SUBARU CROSSTREK   3/11/26  JF2GUSGD3T8234261,R5065
2026 Subaru CROSSTREK5 DO,JF2GUSGD4T8234513,234513,"$34,027.00 "," (34,027.00)",234513,2026 SUBARU CROSSTREK   3/27/26  JF2GUSGD4T8234513,R5175
2026 Subaru CROSSTREK5 DO,JF2GUSGD6T8239860,239860,"$34,027.00 "," (34,027.00)",239860,"PYLE, LAURA DUQUETTE    3/24/26  JF2GUSGD6T8239860",R5139
2026 Subaru FORESTERSUVPR,4S4SLDD6XT3042826,042826,"$34,184.00 "," (34,184.00)",042826,2026 SUBARU FORESTER    1/19/26  4S4SLDD6XT3042826,R4866
2026 Subaru FORESTERSUVSP,4S4SLDF64T3010502,010502,"$34,190.00 ",,,,
2026 Subaru FORESTERSUVPR,4S4SLDD67T3057915,057915,"$34,249.00 "," (34,249.00)",057915,2026 SUBARU FORESTER    2/24/26  4S4SLDD67T3057915,R4999
2026 Subaru CROSSTREK5 DO,JF2GUSGD8T8240167,240167,"$34,402.00 "," (34,402.00)",240167,"PITASI, DONNA RENEE     3/26/26  JF2GUSGD8T8240167",R5169
2026 Subaru CROSSTREK5 DO,4S4GUHU65T3705052,705052,"$34,441.00 "," (34,441.00)",705052,4S4GUHU65T3705052,R4584
2026 Subaru OUTBACKWAGONP,JF2BUPBD8TY471407,471407,"$34,513.00 ",,,,
2026 Subaru OUTBACKWAGONP,JF2BUPBD2TY471564,471564,"$34,513.00 ",,,,
2026 Subaru OUTBACKWAGONP,JF2BUPBD1TY472611,472611,"$34,513.00 "," (34,513.00)",472611,SUBARU LOANER           3/16/26  JF2BUPBD1TY472611,R4848
2026 Subaru FORESTERSUVPR,4S4SLDD69T3043059,043059,"$34,559.00 "," (34,559.00)",043059,"GOLAS, MICHAEL TERRY    1/21/26  4S4SLDD69T3043059",R4876
2026 Subaru FORESTERSUVPR,4S4SLDD69T3051467,051467,"$34,624.00 "," (34,624.00)",051467,2026 SUBARU FORESTER    2/16/26  4S4SLDD69T3051467,R4956
2026 Subaru FORESTERSUVSP,4S4SLDF69T3007658,007658,"$34,690.00 "," (34,690.00)",007658,SUBARU LOANER          11/11/25  4S4SLDF69T3007658,R4647
2026 Subaru CROSSTREK5 DO,4S4GUHM65T3755661,755661,"$34,863.00 "," (34,863.00)",755661,2026 SUBARU CROSSTREK   3/25/26  4S4GUHM65T3755661,R5145
2026 Subaru CROSSTREK5 DO,4S4GUHM65T3755742,755742,"$34,863.00 "," (34,863.00)",755742,2026 SUBARU CROSSTREK   3/25/26  4S4GUHM65T3755742,R5146
2026 Subaru CROSSTREK5 DO,4S4GUHM63T3755772,755772,"$34,863.00 "," (34,863.00)",755772,2026 SUBARU CROSSTREK   3/25/26  4S4GUHM63T3755772,R5143
2026 Subaru CROSSTREK5 DO,4S4GUHM66T3755782,755782,"$34,863.00 "," (34,863.00)",755782,2026 SUBARU CROSSTREK   3/26/26  4S4GUHM66T3755782,R5160
2026 Subaru CROSSTREK5 DO,4S4GUHM66T3755913,755913,"$34,863.00 "," (34,863.00)",755913,2026 SUBARU CROSSTREK   3/25/26  4S4GUHM66T3755913,R5152
2026 Subaru CROSSTREK5 DO,4S4GUHM69T3756747,756747,"$34,863.00 "," (34,863.00)",756747,"COLLEN, STEVEN PATRIC   3/30/26  4S4GUHM69T3756747",R5188
2026 Subaru OUTBACKWAGONP,JF2BUPAD8TY500406,500406,"$34,889.00 "," (34,889.00)",500406,2026 SUBARU OUTBACK     3/17/26  JF2BUPAD8TY500406,R5083
2026 Subaru CROSSTREK5 DO,JF2GUSND6T8233558,233558,"$34,951.00 "," (34,951.00)",233558,2026 SUBARU CROSSTREK   3/05/26  JF2GUSND6T8233558,R5041
2026 Subaru FORESTERSUVSP,4S4SLDH65T3026348,026348,"$34,954.00 "," (34,954.00)",026348,SUBARU LOANER           3/16/26  4S4SLDH65T3026348,R4738
2026 Subaru FORESTERSUVSP,4S4SLDH6XT3031223,031223,"$34,954.00 ",,,,
2026 Subaru FORESTERSUVSP,4S4SLDH68T3039644,039644,"$35,033.00 "," (35,033.00)",039644,SUBARU LOANER           3/16/26  4S4SLDH68T3039644,R4828
2026 Subaru CROSSTREK5 DO,JF2GUSND8T8240219,240219,"$35,111.00 "," (35,111.00)",240219,2026 SUBARU CROSSTREK   3/30/26  JF2GUSND8T8240219,R5185
2026 Subaru CROSSTREK5 DO,4S4GUHM65T3755756,755756,"$35,238.00 "," (35,238.00)",755756,2026 SUBARU CROSSTREK   3/25/26  4S4GUHM65T3755756,R5147
2026 Subaru CROSSTREK5 DO,4S4GUHM64T3755814,755814,"$35,238.00 "," (35,238.00)",755814,2026 SUBARU CROSSTREK   3/25/26  4S4GUHM64T3755814,R5144
2025 Subaru OUTBACKWAGONO,4S4BTALCXS3286822,286822,"$35,463.00 "," (35,463.00)",286822,4S4BTALCXS3286822,R4180
2026 Subaru OUTBACKWAGONP,JF2BUPAD7TY490483,490483,"$35,526.00 "," (35,526.00)",490483,2026 SUBARU OUTBACK     2/28/26  JF2BUPAD7TY490483,R5021
2026 Subaru CROSSTREK5 DO,JF2GUSND6T8218896,218896,"$35,554.00 "," (35,554.00)",218896,2026 SUBARU CROSSTREK   2/05/26  JF2GUSND6T8218896,R4922
2026 Subaru CROSSTREK5 DO,4S4GUHU6XT3737625,737625,"$35,567.00 "," (35,567.00)",737625,2026 SUBARU CROSSTREK   2/25/26  4S4GUHU6XT3737625,R5009
2026 Subaru CROSSTREK5 DO,4S4GUHU66T3756964,756964,"$35,981.00 "," (35,981.00)",756964,2026 SUBARU CROSSTREK   3/30/26  4S4GUHU66T3756964,R5189
2026 Subaru FORESTERSUVSP,4S4SLDF64T3051213,051213,"$36,126.00 "," (36,126.00)",051213,2026 SUBARU FORESTER    2/05/26  4S4SLDF64T3051213,R4925
2026 Subaru FORESTERSUVSP,4S4SLDH68T3078704,078704,"$36,156.00 "," (36,156.00)",078704,2026 SUBARU FORESTER    3/31/26  4S4SLDH68T3078704,R5198
2026 Subaru FORESTERSUVSP,4S4SLDH66T3078717,078717,"$36,156.00 "," (36,156.00)",078717,2026 SUBARU FORESTER    3/31/26  4S4SLDH66T3078717,R5197
2026 Subaru CROSSTREK5 DO,4S4GUHU66T3733071,733071,"$36,192.00 "," (36,192.00)",733071,2026 SUBARU CROSSTREK   1/22/26  4S4GUHU66T3733071,R4900
2025 Buick BUCK ENCLV P,5GAERARS9SJ168742,168742,"$36,196.00 "," (36,196.00)",168742,GMC LOANER              3/11/26  5GAERARS9SJ168742,B33974
2026 Subaru FORESTERSUVLI,4S4SLDR66T3011369,011369,"$36,212.00 "," (36,212.00)",011369,SUBARU LOANER           3/16/26  4S4SLDR66T3011369,R4655
2026 Subaru FORESTERSUVLI,4S4SLDR68T3011776,011776,"$36,212.00 "," (36,212.00)",011776,2026 SUBARU FORESTER    1/29/26  4S4SLDR68T3011776,R4672
2026 Subaru FORESTERSUVLI,4S4SLDR6XT3012962,012962,"$36,212.00 "," (36,212.00)",012962,SUBARU LOANER           3/16/26  4S4SLDR6XT3012962,R4674
2026 Subaru CROSSTREK5 DO,4S4GUHU67T3746346,746346,"$36,355.00 "," (36,355.00)",746346,2026 SUBARU CROSSTREK   3/06/26  4S4GUHU67T3746346,R5055
2026 Subaru CROSSTREK5 DO,4S4GUHU67T3746802,746802,"$36,355.00 "," (36,355.00)",746802,2026 SUBARU CROSSTREK   3/05/26  4S4GUHU67T3746802,R5043
2026 Subaru CROSSTREK5 DO,4S4GUHU6XT3748074,748074,"$36,355.00 "," (36,355.00)",748074,2026 SUBARU CROSSTREK   3/17/26  4S4GUHU6XT3748074,R5078
2026 Subaru CROSSTREK5 DO,4S4GUHU68T3756688,756688,"$36,356.00 "," (36,356.00)",756688,2026 SUBARU CROSSTREK   3/30/26  4S4GUHU68T3756688,R5178
2026 Subaru CROSSTREK5 DO,JF2GUSND5T8234135,234135,"$36,372.00 "," (36,372.00)",234135,2026 SUBARU CROSSTREK   3/30/26  JF2GUSND5T8234135,R5183
2026 Subaru CROSSTREK5 DO,JF2GUSND3T8234229,234229,"$36,372.00 "," (36,372.00)",234229,2026 SUBARU CROSSTREK   3/30/26  JF2GUSND3T8234229,R5182
2026 Subaru CROSSTREK5 DO,JF2GUSND6T8234404,234404,"$36,372.00 "," (36,372.00)",234404,2026 SUBARU CROSSTREK   3/11/26  JF2GUSND6T8234404,R5066
2026 Subaru CROSSTREK5 DO,JF2GUSND8T8234632,234632,"$36,372.00 "," (36,372.00)",234632,2026 SUBARU CROSSTREK   3/30/26  JF2GUSND8T8234632,R5184
2026 Subaru CROSSTREK5 DO,JF2GUSND6T8234872,234872,"$36,372.00 "," (36,372.00)",234872,2026 SUBARU CROSSTREK   3/26/26  JF2GUSND6T8234872,R5168
2026 Subaru OUTBACKWAGONP,JF2BUPBD4TY513989,513989,"$36,406.00 "," (36,406.00)",513989,2026 SUBARU OUTBACK     3/24/26  JF2BUPBD4TY513989,R5138
2025 Subaru OUTBACKWAGONL,4S4BTANC3S3336683,336683,"$36,476.00 "," (36,476.00)",336683,4S4BTANC3S3336683,R4588
,,,," (36,509.00)",010502,2026 SUBARU FORESTER   11/24/25  4S4SLDF64T3010502,R4670
2026 Subaru CROSSTREK5 DO,JF2GUSND8T8240446,240446,"$36,532.00 "," (36,532.00)",240446,2026 SUBARU CROSSTREK   3/30/26  JF2GUSND8T8240446,R5186
2026 Subaru ASCENTSUVPREM,4S4WMAAD9T3404998,404998,"$36,686.00 "," (36,686.00)",404998,2026 SUBARU ASCENT      1/29/26  4S4WMAAD9T3404998,R4748
2026 Subaru CROSSTREK5 DO,JF2GUSND6T8215156,215156,"$36,745.00 "," (36,745.00)",215156,BRANDON TOMES SUBARU   12/17/25  JF2GUSND6T8215156,R4726
2026 Subaru FORESTERSUVLI,4S4SLDR69T3024228,024228,"$36,774.00 ",,,,
2026 Subaru OUTBACKWAGONP,JF2BUPBD5TY502323,502323,"$36,781.00 "," (36,781.00)",502323,2026 SUBARU OUTBACK     3/11/26  JF2BUPBD5TY502323,R5064
2026 Subaru OUTBACKWAGONP,JF2BUPBD7TY510181,510181,"$36,781.00 "," (36,781.00)",510181,"ABRAMS, ALBERT MARIO    3/27/26  JF2BUPBD7TY510181",R5172
2025 Subaru OUTBACKWAGONL,4S4BTANC5S3312823,312823,"$36,833.00 "," (36,833.00)",312823,SUBARU LOANER          12/31/25  4S4BTANC5S3312823,R4415
2026 Subaru CROSSTREK5 DO,JF2GUSND4T8220629,220629,"$36,975.00 "," (36,975.00)",220629,2026 SUBARU CROSSTREK   2/10/26  JF2GUSND4T8220629,R4944
2026 Subaru FORESTERSUVLI,4S4SLDR68T3026066,026066,"$37,133.00 "," (37,133.00)",026066,2026 SUBARU FORESTER    2/13/26  4S4SLDR68T3026066,R4775
,,,," (37,153.00)",471407,2026 SUBARU OUTBACK     1/15/26  JF2BUPBD8TY471407,R4852
,,,," (37,153.00)",471564,2026 SUBARU OUTBACK     1/13/26  JF2BUPBD2TY471564,R4844
2026 Subaru OUTBACKWAGONP,JF2BUPBD3TY472089,472089,"$37,153.00 "," (37,153.00)",472089,2026 SUBARU OUTBACK     1/15/26  JF2BUPBD3TY472089,R4849
2026 Subaru OUTBACKWAGONP,JF2BUPBD8TY472900,472900,"$37,153.00 "," (37,153.00)",472900,2026 SUBARU OUTBACK     1/30/26  JF2BUPBD8TY472900,R4908
2026 Subaru OUTBACKWAGONP,JF2BUPBDXTY472994,472994,"$37,153.00 "," (37,153.00)",472994,2026 SUBARU OUTBACK     1/30/26  JF2BUPBDXTY472994,R4910
2026 Subaru OUTBACKWAGONP,JF2BUPBD6TY473737,473737,"$37,153.00 "," (37,153.00)",473737,2026 SUBARU OUTBACK     1/22/26  JF2BUPBD6TY473737,R4896
2026 Subaru OUTBACKWAGONP,JF2BUPBD7TY474458,474458,"$37,153.00 "," (37,153.00)",474458,2026 SUBARU OUTBACK     1/30/26  JF2BUPBD7TY474458,R4913
2026 Subaru OUTBACKWAGONP,JF2BUPBD6TY477416,477416,"$37,153.00 "," (37,153.00)",477416,2026 SUBARU OUTBACK     1/30/26  JF2BUPBD6TY477416,R4912
2026 Subaru FORESTERSUVLI,4S4SLDR6XT3079156,079156,"$37,294.00 "," (37,294.00)",079156,2026 SUBARU FORESTER    3/31/26  4S4SLDR6XT3079156,R5199
2026 Subaru FORESTERSUVLI,4S4SLDR60T3079179,079179,"$37,294.00 "," (37,294.00)",079179,SEWELL SUBARU           3/23/26  4S4SLDR60T3079179,R5119
,,,," (37,341.00)",031223,2026 SUBARU FORESTER   12/31/25  4S4SLDH6XT3031223,R4779
2026 Subaru OUTBACKWAGONP,JF2BUPBD7TY483726,483726,"$37,418.00 "," (37,418.00)",483726,2026 SUBARU OUTBACK     2/20/26  JF2BUPBD7TY483726,R4976
2026 Subaru OUTBACKWAGONP,JF2BUPBD2TY484976,484976,"$37,418.00 "," (37,418.00)",484976,"ABRAMS, ALBERT MARIO    2/24/26  JF2BUPBD2TY484976",R5006
2026 Subaru OUTBACKWAGONP,JF2BUPBD6TY485113,485113,"$37,418.00 "," (37,418.00)",485113,"SATTERFIELD, MARILYN    2/20/26  JF2BUPBD6TY485113",R4987
2026 Subaru OUTBACKWAGONP,JF2BUPBD8TY485145,485145,"$37,418.00 "," (37,418.00)",485145,2026 SUBARU OUTBACK     2/20/26  JF2BUPBD8TY485145,R4988
2026 Subaru OUTBACKWAGONP,JF2BUPBD5TY490688,490688,"$37,418.00 "," (37,418.00)",490688,2026 SUBARU OUTBACK     2/28/26  JF2BUPBD5TY490688,R5023
2026 Subaru FORESTERSUVSP,4S4SLSJ78T3064681,064681,"$37,441.00 "," (37,441.00)",064681,2026 SUBARU FORESTER    3/23/26  4S4SLSJ78T3064681,R5127
2026 Subaru FORESTERSUVSP,4S4SLSJ79T3069212,069212,"$37,441.00 "," (37,441.00)",069212,2026 SUBARU FORESTER    3/06/26  4S4SLSJ79T3069212,R5050
2026 Subaru FORESTERSUVSP,4S4SLDH69T3051141,051141,"$37,543.00 "," (37,543.00)",051141,2026 SUBARU FORESTER    2/16/26  4S4SLDH69T3051141,R4958
2026 Subaru FORESTERSUVSP,4S4SLDH67T3051493,051493,"$37,543.00 "," (37,543.00)",051493,2026 SUBARU FORESTER    2/16/26  4S4SLDH67T3051493,R4957
2026 Subaru FORESTERSUVSP,4S4SLSJ78T3079665,079665,"$37,687.00 "," (37,687.00)",079665,2026 SUBARU FORESTER    3/25/26  4S4SLSJ78T3079665,R5156
,,,," (37,817.00)",415472,2026 SUBARU ASCENT      3/17/26  4S4WMAAD4T3415472,R5080
2025 Subaru FORESTERSUVLI,JF2SLSRD7SH427487,427487,"$37,828.00 "," (37,828.00)",427487,SUBARU LOANER          11/26/25  JF2SLSRD7SH427487,R4404
2025 Subaru FORESTERSUVLI,JF2SLSRD1SH451283,451283,"$37,879.00 "," (37,879.00)",451283,2025 SUBARU FORESTER    2/16/26  JF2SLSRD1SH451283,R4751
2026 Subaru FORESTERSUVWI,4S4SLDL68T3031082,031082,"$37,900.00 "," (37,900.00)",031082,2026 SUBARU FORESTER    1/29/26  4S4SLDL68T3031082,R4780
2026 Subaru FORESTERSUVWI,4S4SLDL65T3067568,067568,"$38,428.00 "," (38,428.00)",067568,2026 SUBARU FORESTER    3/11/26  4S4SLDL65T3067568,R5061
2026 Subaru FORESTERSUVWI,4S4SLDL68T3068486,068486,"$38,428.00 "," (38,428.00)",068486,2026 SUBARU FORESTER    3/05/26  4S4SLDL68T3068486,R5031
2026 Subaru OUTBACKWAGONL,JF2BUPDD9TY458310,458310,"$38,542.00 "," (38,542.00)",458310,2026 SUBARU OUTBACK     1/29/26  JF2BUPDD9TY458310,R4753
2026 Subaru FORESTERSUVLI,4S4SLSR7XT3078179,078179,"$38,703.00 "," (38,703.00)",078179,2026 SUBARU FORESTER    3/31/26  4S4SLSR7XT3078179,R5201
2026 Subaru FORESTERSUVLI,4S4SLDR6XT3039983,039983,"$38,767.00 "," (38,767.00)",039983,"DURON, DAVID RAY        1/09/26  4S4SLDR6XT3039983",R4835
2026 Subaru SOLTERRASUVPR,JTMBEAGC1TJ002340,002340,"$38,781.00 "," (38,781.00)",002340,"CODDINGTON, BRIAN PAU   3/26/26  JTMBEAGC1TJ002340",R5170
2026 Subaru OUTBACKWAGONL,JF2BUPDD7TY477843,477843,"$38,806.00 ",,,,
2026 Subaru FORESTERSUVLI,4S4SLSR71T3064655,064655,"$38,871.00 "," (38,871.00)",064655,2026 SUBARU FORESTER    3/18/26  4S4SLSR71T3064655,R5086
2025 GMC Truck GMC TERRN AT,3GKALYEG9TL150099,150099,"$38,991.40 "," (38,991.40)",150099,2026 GMC TERRAIN        6/04/25  3GKALYEG9TL150099,G34772
2026 Subaru FORESTERSUVLI,4S4SLSR77T3079502,079502,"$39,078.00 "," (39,078.00)",079502,2026 SUBARU FORESTER    3/25/26  4S4SLSR77T3079502,R5148
2026 Subaru FORESTERSUVWI,4S4SLDL63T3078116,078116,"$39,101.00 "," (39,101.00)",078116,"KONASURU VEERAPPA, KU   3/23/26  4S4SLDL63T3078116",R5115
2026 Subaru FORESTERSUVWI,4S4SLDL68T3078550,078550,"$39,101.00 "," (39,101.00)",078550,2026 SUBARU FORESTER    3/23/26  4S4SLDL68T3078550,R5118
2026 Subaru FORESTERSUVWI,4S4SLDL67T3078801,078801,"$39,101.00 "," (39,101.00)",078801,2026 SUBARU FORESTER    3/23/26  4S4SLDL67T3078801,R5116
2026 Subaru FORESTERSUVWI,4S4SLDL68T3078998,078998,"$39,101.00 "," (39,101.00)",078998,2026 SUBARU FORESTER    3/25/26  4S4SLDL68T3078998,R5154
